data,callsign,departure,arrivee,registration,Parking,Parking0,Parking1,Parking2,Parking3,Parking4,Parking5,Parking6,Parking7,Parking8,Parking9,Parking10,Parking11
20170803,CSH9063,ZSSS,ZBTJ,B5523,218.0,218,218,218,218,218,218,218,218,218,218,218,218
20170803,CSH9064,ZBTJ,ZSSS,B5523,218.0,218,218,218,218,218,218,218,218,218,218,218,218
20170803,CCA103,ZBTJ,VHHH,B5525,107.0,107,107,107,107,107,107,107,107,107,107,107,107
20170803,CCA104,VHHH,ZBTJ,B5525,202.0,202,202,202,202,202,202,202,202,202,202,202,202
20170803,CCA1395,ZBTJ,ZGGG,B5525,107.0,107,107,107,107,107,107,107,107,107,107,107,107
20170803,CXA8365,ZBTJ,ZGSZ,B5535,226.0,226,226,226,226,226,226,226,226,226,226,226,226
20170803,CSH906V,ZBTJ,ZSSS,B5548,218.0,218,218,218,218,218,218,218,218,218,218,218,218
20170803,OKA2918,ZBTJ,ZYHB,B5562,222.0,222,222,222,222,222,222,222,222,222,222,222,222
20170803,OKA3021,ZYHB,ZBTJ,B5562,223.0,223,223,223,223,223,223,223,223,223,223,223,223
20170803,OKA2757,ZBTJ,ZGDY,B5562,223.0,223,223,223,223,223,223,223,223,223,223,223,223
20170803,OKA2861,ZBTJ,ZGHA,B5571,224.0,224,224,224,224,224,224,224,224,224,224,224,224
20170803,OKA2862,ZGHA,ZBTJ,B5571,222.0,222,222,222,222,222,222,222,222,222,222,222,222
20170803,OKA2788,ZBTJ,ZGGG,B5571,223.0,223,223,223,223,223,223,223,223,223,223,223,223
20170803,OKA287S,ZBTJ,ZSNB,B5573,222.0,222,222,222,222,222,222,222,222,222,222,222,222
20170803,OKA2878,ZSNB,ZBTJ,B5573,225.0,225,225,225,225,225,225,225,225,225,225,225,225
20170803,OKA2847,ZBTJ,ZUCK,B5573,223.0,223,223,223,223,223,223,223,223,223,223,223,223
20170802,OKA2824,ZLXY,ZBTJ,B5575,222.0,222,222,222,222,222,222,222,222,222,222,222,222
20170803,OKA2820,ZGKL,ZBTJ,B5575,223.0,223,223,223,223,223,223,223,223,223,223,223,223
20170803,OKA2805,ZBTJ,ZSHC,B5575,223.0,223,223,223,223,223,223,223,223,223,223,223,223
20170803,OKA2849,ZGHA,ZBTJ,B5578,223.0,223,223,223,223,223,223,223,223,223,223,223,223
20170803,OKA2849,ZBTJ,ZYHB,B5578,223.0,223,223,223,223,223,223,223,223,223,223,223,223
20170803,OKA2850,ZYHB,ZBTJ,B5578,222.0,222,222,222,222,222,222,222,222,222,222,222,222
20170803,OKA2850,ZBTJ,ZGHA,B5578,222.0,222,222,222,222,222,222,222,222,222,222,222,222
20170803,CHH7797,ZSCN,ZBTJ,B5580,211.0,211,211,211,211,211,211,211,211,211,211,211,211
20170803,CHH7798,ZBTJ,ZSCN,B5580,211.0,211,211,211,211,211,211,211,211,211,211,211,211
20170803,CCA8290,ZBHH,ZBTJ,B5585,203.0,203,203,203,203,203,203,203,203,203,203,203,203
20170803,CCA1251,ZBTJ,ZLXY,B5585,109.0,109,109,109,109,109,109,109,109,109,109,109,109
20170803,CCA1252,ZLXY,ZBTJ,B5585,109.0,109,109,109,109,109,109,109,109,109,109,109,109
20170803,CXA8134,ZBTJ,ZHHH,B5633,229.0,229,229,229,229,229,229,229,229,229,229,229,229
20170803,CCA152S,ZBTJ,ZSSS,B5680,108.0,108,108,108,108,108,108,108,108,108,108,108,108
20170803,CCA1534,ZSSS,ZBTJ,B5680,203.0,203,203,203,203,203,203,203,203,203,203,203,203
20170803,CCA1467,ZBTJ,ZPPP,B5680,107.0,107,107,107,107,107,107,107,107,107,107,107,107
20170803,CCA104D,VHHH,ZBTJ,B5681,201.0,201,201,201,201,201,201,201,201,201,201,201,201
20170803,CCA1671,ZBTJ,ZGSZ,B5681,107.0,107,107,107,107,107,107,107,107,107,107,107,107
20170803,CDG480X,ZBTJ,ZSAM,B5728,107.0,107,107,107,107,107,107,107,107,107,107,107,107
20170803,CSH9264,ZSSS,ZBTJ,B5730,219.0,219,219,219,219,219,219,219,219,219,219,219,219
20170803,CSH9134,ZBTJ,ZSSS,B5730,219.0,219,219,219,219,219,219,219,219,219,219,219,219
20170803,CSN3133,ZGGG,ZBTJ,B5739,220.0,220,220,220,220,220,220,220,220,220,220,220,220
20170803,CXA8682,ZSAM,ZBTJ,B5750,226.0,226,226,226,226,226,226,226,226,226,226,226,226
20170803,CCA811,ZBTJ,VTBS,B5793,203.0,203,203,203,203,203,203,203,203,203,203,203,203
20170802,CCA1390,ZJSY,ZBTJ,B5793,109.0,109,109,109,109,109,109,109,109,109,109,109,109
20170803,CCA151,ZBTJ,ZYTL,B5793,109.0,109,109,109,109,109,109,109,109,109,109,109,109
20170803,CCA152,ZYTL,ZBTJ,B5793,109.0,109,109,109,109,109,109,109,109,109,109,109,109
20170803,CES973S,ZPPP,ZBTJ,B5795,215.0,215,215,215,215,215,215,215,215,215,215,215,215
20170803,CES9738,ZBTJ,ZPPP,B5795,219.0,219,219,219,219,219,219,219,219,219,219,219,219
20170803,RLH6515,ZHXF,ZBTJ,B5829,,,,,,,,,,,,,
20170803,RLH6516,ZBTJ,ZHXF,B5829,,,,,,,,,,,,,
20170803,RLH5315,ZBCZ,ZBTJ,B5830,,,,,,,,,,,,,
20170803,RLH5316,ZBTJ,ZBCZ,B5830,,,,,,,,,,,,,
20170803,OKA2709,ZBTJ,ZSFZ,B5841,222.0,222,222,222,222,222,222,222,222,222,222,222,222
20170803,OKA2710,ZSFZ,ZBTJ,B5841,222.0,222,222,222,222,222,222,222,222,222,222,222,222
20170803,OKA3039,ZBTJ,VVDN,B5841,222.0,222,222,222,222,222,222,222,222,222,222,222,222
20170803,OKA2945,ZBTJ,ZGSZ,B5842,223.0,223,223,223,223,223,223,223,223,223,223,223,223
20170803,OKA2826,ZSHC,ZBTJ,B5843,222.0,222,222,222,222,222,222,222,222,222,222,222,222
20170803,OKA2931,ZBTJ,ZGHA,B5843,224.0,224,224,224,224,224,224,224,224,224,224,224,224
20170803,CCD8923,ZYTL,ZBTJ,B6105,,,,,,,,,,,,,
20170803,CCD8923,ZBTJ,ZLIC,B6105,,,,,,,,,,,,,
20170803,CCD8924,ZLIC,ZBTJ,B6105,,,,,,,,,,,,,
20170803,CCD8924,ZBTJ,ZYTL,B6105,,,,,,,,,,,,,
20170803,CSC8217,ZLXY,ZBTJ,B6176,,,,,,,,,,,,,
20170803,CSC8218,ZBTJ,ZLXY,B6176,,,,,,,,,,,,,
20170803,CBJ5729,ZPLJ,ZBTJ,B6180,214.0,214,214,214,214,214,214,214,214,214,214,214,214
20170803,CBJ5730,ZBTJ,ZPLJ,B6180,209.0,209,209,209,209,209,209,209,209,209,209,209,209
20170803,CCA1771,ZSHC,ZBTJ,B6216,201.0,201,201,201,201,201,201,201,201,201,201,201,201
20170803,CCA1772,ZBTJ,ZSHC,B6216,109.0,109,109,109,109,109,109,109,109,109,109,109,109
20170803,CSN3125,ZGHA,ZBTJ,B6272,218.0,218,218,218,218,218,218,218,218,218,218,218,218
20170803,CSN3125,ZBTJ,ZYTX,B6272,218.0,218,218,218,218,218,218,218,218,218,218,218,218
20170803,CSC881T,ZBTJ,ZSHC,B6347,,,,,,,,,,,,,
20170803,DKH1136,ZYBS,ZBTJ,B6395,,,,,,,,,,,,,
20170803,DKH1136,ZBTJ,ZSPD,B6395,,,,,,,,,,,,,
20170803,CGH1029,ZSTX,ZBTJ,B6417,,,,,,,,,,,,,
20170803,CGH1030,ZBTJ,ZSTX,B6417,,,,,,,,,,,,,
20170803,TBA9907,ZUCK,ZBTJ,B6451,,,,,,,,,,,,,
20170803,CXA8039,ZGHA,ZBTJ,B6486,226.0,226,226,226,226,226,226,226,226,226,226,226,226
20170803,CXA8039,ZBTJ,ZYHB,B6486,226.0,226,226,226,226,226,226,226,226,226,226,226,226
20170803,CXA8040,ZYHB,ZBTJ,B6486,225.0,225,225,225,225,225,225,225,225,225,225,225,225
20170803,CXA8040,ZBTJ,ZGHA,B6486,225.0,225,225,225,225,225,225,225,225,225,225,225,225
20170803,CXA8125,ZSAM,ZBTJ,B6487,225.0,225,225,225,225,225,225,225,225,225,225,225,225
20170803,CXA867,ZBTJ,ZSAM,B6487,225.0,225,225,225,225,225,225,225,225,225,225,225,225
20170803,CXA8139,ZBTJ,ZSAM,B6490,227.0,227,227,227,227,227,227,227,227,227,227,227,227
20170803,CXA8272,ZBLA,ZBTJ,B6490,225.0,225,225,225,225,225,225,225,225,225,225,225,225
20170803,CCA951,ZBTJ,ZYTL,B6499,108.0,108,108,108,108,108,108,108,108,108,108,108,108
20170803,CCA952,ZYTL,ZBTJ,B6499,109.0,109,109,109,109,109,109,109,109,109,109,109,109
20170803,CCA8289,ZBTJ,ZBHH,B6499,107.0,107,107,107,107,107,107,107,107,107,107,107,107
20170803,CCA4187,ZUUU,ZBTJ,B6556,203.0,203,203,203,203,203,203,203,203,203,203,203,203
20170803,CSC8568,ZLLL,ZBTJ,B6598,,,,,,,,,,,,,
20170803,CSC8568,ZBTJ,ZYHB,B6598,,,,,,,,,,,,,
20170803,CCA8225,ZHHH,ZBTJ,B6607,109.0,109,109,109,109,109,109,109,109,109,109,109,109
20170803,CCA8225,ZBTJ,ZYDQ,B6607,109.0,109,109,109,109,109,109,109,109,109,109,109,109
20170803,CCA8226,ZYDQ,ZBTJ,B6607,203.0,203,203,203,203,203,203,203,203,203,203,203,203
20170803,CCA8226,ZBTJ,ZHHH,B6607,203.0,203,203,203,203,203,203,203,203,203,203,203,203
20170803,CSN3301,ZGGG,ZBTJ,B6623,220.0,220,220,220,220,220,220,220,220,220,220,220,220
20170803,CSN3302,ZBTJ,ZGGG,B6623,218.0,218,218,218,218,218,218,218,218,218,218,218,218
20170803,CCA4188,ZBTJ,ZUUU,B6633,108.0,108,108,108,108,108,108,108,108,108,108,108,108
20170803,CSN6570,ZLXY,ZBTJ,B6655,218.0,218,218,218,218,218,218,218,218,218,218,218,218
20170803,CSN6570,ZBTJ,ZYCC,B6655,218.0,218,218,218,218,218,218,218,218,218,218,218,218
20170803,CBJ5226,ZBTJ,ZYTX,B6709,208.0,208,208,208,208,208,208,208,208,208,208,208,208
20170803,CSZ9797,ZSQZ,ZBTJ,B6722,202.0,202,202,202,202,202,202,202,202,202,202,202,202
20170803,CSC8349,ZBTJ,ZGNN,B6732,,,,,,,,,,,,,
20170803,CSC8861,ZUUU,ZBTJ,B6732,,,,,,,,,,,,,
20170803,CSZ9798,ZBTJ,ZSQZ,B6740,107.0,107,107,107,107,107,107,107,107,107,107,107,107
20170802,CSC8861,ZUUU,ZBTJ,B6771,,,,,,,,,,,,,
20170803,CSC8350,ZGNN,ZBTJ,B6771,,,,,,,,,,,,,
20170803,CCA1921,ZSWZ,ZBTJ,B6773,108.0,108,108,108,108,108,108,108,108,108,108,108,108
20170803,CCA1922,ZBTJ,ZSWZ,B6773,108.0,108,108,108,108,108,108,108,108,108,108,108,108
20170803,GCR7583,ZLXY,ZBTJ,B6789,211.0,211,211,211,211,211,211,211,211,211,211,211,211
20170803,GCR7583,ZBTJ,ZYHB,B6789,211.0,211,211,211,211,211,211,211,211,211,211,211,211
20170803,GCR7584,ZYHB,ZBTJ,B6789,209.0,209,209,209,209,209,209,209,209,209,209,209,209
20170803,GCR7584,ZBTJ,ZLXY,B6789,209.0,209,209,209,209,209,209,209,209,209,209,209,209
20170803,CSC8567,ZYHB,ZBTJ,B6810,,,,,,,,,,,,,
20170803,CSC8567,ZBTJ,ZLLL,B6810,,,,,,,,,,,,,
20170803,GCR7839,ZBTJ,ZWWW,B6837,208.0,208,208,208,208,208,208,208,208,208,208,208,208
20170803,GCR757R,ZBSJ,ZBTJ,B6837,213.0,213,213,213,213,213,213,213,213,213,213,213,213
20170803,GCR7887,ZBTJ,ZUUU,B6837,212.0,212,212,212,212,212,212,212,212,212,212,212,212
20170803,CES2083,ZSPD,ZBTJ,B6880,218.0,218,218,218,218,218,218,218,218,218,218,218,218
20170803,CES2083,ZBTJ,ZBCF,B6880,218.0,218,218,218,218,218,218,218,218,218,218,218,218
20170803,CES2084,ZBCF,ZBTJ,B6880,219.0,219,219,219,219,219,219,219,219,219,219,219,219
20170803,CES2084,ZBTJ,ZSPD,B6880,219.0,219,219,219,219,219,219,219,219,219,219,219,219
20170803,CSN6579,ZYTL,ZBTJ,B6896,218.0,218,218,218,218,218,218,218,218,218,218,218,218
20170803,CSN6579,ZBTJ,ZUCK,B6896,218.0,218,218,218,218,218,218,218,218,218,218,218,218
20170803,GCR7809,ZBTJ,ZSCN,B6903,208.0,208,208,208,208,208,208,208,208,208,208,208,208
20170803,CSN312T,ZYHB,ZBTJ,B6909,220.0,220,220,220,220,220,220,220,220,220,220,220,220
20170803,CSN312T,ZBTJ,ZGHA,B6909,220.0,220,220,220,220,220,220,220,220,220,220,220,220
20170803,CES519Z,ZBTJ,ZSSS,B6927,219.0,219,219,219,219,219,219,219,219,219,219,219,219
20170802,CSC8016,ZUXC,ZBTJ,B6953,,,,,,,,,,,,,
20170803,CSC8358,ZJHK,ZBTJ,B6953,,,,,,,,,,,,,
20170802,CSC8354,ZSCN,ZBTJ,B6956,,,,,,,,,,,,,
20170803,CQH8814,ZBTJ,ZSPD,B6972,,,,,,,,,,,,,
20170803,JYH1055,ZGGG,ZBTJ,B6991,,,,,,,,,,,,,
20170803,OKA2883,ZBTJ,ZLXY,B6997,223.0,223,223,223,223,223,223,223,223,223,223,223,223
20170803,OKA2990,RJTT,ZBTJ,B6997,222.0,222,222,222,222,222,222,222,222,222,222,222,222
20170803,OKA2897,ZBTJ,ZPPP,B6997,224.0,224,224,224,224,224,224,224,224,224,224,224,224
20170803,OKA2898,ZPPP,ZBTJ,B6997,222.0,222,222,222,222,222,222,222,222,222,222,222,222
20170803,OKA2884,ZBTJ,ZLXY,B6997,222.0,222,222,222,222,222,222,222,222,222,222,222,222
20170803,CSZ9121,ZGSZ,ZBTJ,B7083,201.0,201,201,201,201,201,201,201,201,201,201,201,201
20170803,CXA8460,ZLXY,ZBTJ,B7176,225.0,225,225,225,225,225,225,225,225,225,225,225,225
20170803,CXA8469,ZBTJ,ZUCK,B7176,225.0,225,225,225,225,225,225,225,225,225,225,225,225
20170803,CXA8069,ZBTJ,ZYTX,B7178,225.0,225,225,225,225,225,225,225,225,225,225,225,225
20170803,CCA8293,ZBTJ,ZWTL,B7182,108.0,108,108,108,108,108,108,108,108,108,108,108,108
20170803,CCA8294,ZWTL,ZBTJ,B7182,108.0,108,108,108,108,108,108,108,108,108,108,108,108
20170803,OKA285Z,ZBTJ,ZGHA,B7373,223.0,223,223,223,223,223,223,223,223,223,223,223,223
20170803,CHH772T,ZBTJ,ZGHA,B7379,210.0,210,210,210,210,210,210,210,210,210,210,210,210
20170803,FZA6645,ZYHB,ZBTJ,B7395,209.0,209,209,209,209,209,209,209,209,209,209,209,209
20170803,FZA6645,ZBTJ,ZLLL,B7395,209.0,209,209,209,209,209,209,209,209,209,209,209,209
20170803,FZA6646,ZLLL,ZBTJ,B7395,209.0,209,209,209,209,209,209,209,209,209,209,209,209
20170803,FZA6646,ZBTJ,ZYHB,B7395,209.0,209,209,209,209,209,209,209,209,209,209,209,209
20170803,CHH7726,ZYHB,ZBTJ,B7399,210.0,210,210,210,210,210,210,210,210,210,210,210,210
20170803,CHH7726,ZBTJ,ZGHA,B7399,210.0,210,210,210,210,210,210,210,210,210,210,210,210
20170803,CXA8366,ZGSZ,ZBTJ,B7557,225.0,225,225,225,225,225,225,225,225,225,225,225,225
20170803,CXA8379,ZBTJ,ZGSZ,B7557,225.0,225,225,225,225,225,225,225,225,225,225,225,225
20170803,CXA8230,ZWWW,ZBTJ,B7559,225.0,225,225,225,225,225,225,225,225,225,225,225,225
20170803,CXA8230,ZBTJ,ZSHC,B7559,225.0,225,225,225,225,225,225,225,225,225,225,225,225
20170803,CXA8459,ZBTJ,ZLXY,B7560,225.0,225,225,225,225,225,225,225,225,225,225,225,225
20170803,CXA8470,ZUCK,ZBTJ,B7560,225.0,225,225,225,225,225,225,225,225,225,225,225,225
20170803,CXA8331,ZBTJ,ZSFZ,B7560,225.0,225,225,225,225,225,225,225,225,225,225,225,225
20170803,CUA226X,ZBTJ,ZBNY,B7561,,,,,,,,,,,,,
20170803,CES5747,ZPPP,ZBTJ,B7591,219.0,219,219,219,219,219,219,219,219,219,219,219,219
20170803,CES5748,ZBTJ,ZPPP,B7591,217.0,217,217,217,217,217,217,217,217,217,217,217,217
20170803,CHH7731,ZUGY,ZBTJ,B7619,211.0,211,211,211,211,211,211,211,211,211,211,211,211
20170803,CHH7732,ZBTJ,ZUGY,B7619,209.0,209,209,209,209,209,209,209,209,209,209,209,209
20170802,CSH9069,ZSPD,ZBTJ,B7635,218.0,218,218,218,218,218,218,218,218,218,218,218,218
20170803,CSH9070,ZBTJ,ZSPD,B7635,218.0,218,218,218,218,218,218,218,218,218,218,218,218
20170802,CXA8140,ZSAM,ZBTJ,B7819,225.0,225,225,225,225,225,225,225,225,225,225,225,225
20170803,CXA8140,ZBTJ,ZSAM,B7819,225.0,225,225,225,225,225,225,225,225,225,225,225,225
20170802,CCA1674,ZSHC,ZBTJ,B7890,109.0,109,109,109,109,109,109,109,109,109,109,109,109
20170803,CCA1619,ZBTJ,ZGSD,B7890,203.0,203,203,203,203,203,203,203,203,203,203,203,203
20170803,CCA1620,ZGSD,ZBTJ,B7890,203.0,203,203,203,203,203,203,203,203,203,203,203,203
20170803,CCA1669,ZBTJ,ZGHA,B7890,108.0,108,108,108,108,108,108,108,108,108,108,108,108
20170803,CCA167Z,ZGHA,ZBTJ,B7893,202.0,202,202,202,202,202,202,202,202,202,202,202,202
20170803,CCA1673,ZBTJ,ZSHC,B7893,107.0,107,107,107,107,107,107,107,107,107,107,107,107
20170803,CDG4825,ZSQD,ZBTJ,B7977,108.0,108,108,108,108,108,108,108,108,108,108,108,108
20170803,CDG4825,ZBTJ,ZBHH,B7977,108.0,108,108,108,108,108,108,108,108,108,108,108,108
20170803,CQH8799,ZBTJ,RJBB,B8012,,,,,,,,,,,,,
20170803,CQH8800,RJBB,ZBTJ,B8012,,,,,,,,,,,,,
20170803,GCR7997,ZBTJ,ZBOW,B8075,210.0,210,210,210,210,210,210,210,210,210,210,210,210
20170803,GCR6510,ZHHH,ZBTJ,B8075,210.0,210,210,210,210,210,210,210,210,210,210,210,210
20170803,GCR7901,ZBTJ,ZLXY,B8075,212.0,212,212,212,212,212,212,212,212,212,212,212,212
20170803,TXJ251,ZBTJ,ZGSZ,B8125,,,,,,,,,,,,,
20170803,CBJ5739,ZPLJ,ZBTJ,B8169,213.0,213,213,213,213,213,213,213,213,213,213,213,213
20170803,CBJ5740,ZBTJ,ZPLJ,B8169,210.0,210,210,210,210,210,210,210,210,210,210,210,210
20170803,CBJ5195,ZJSY,ZBTJ,B8189,214.0,214,214,214,214,214,214,214,214,214,214,214,214
20170803,CQH8813,ZSPD,ZBTJ,B8327,,,,,,,,,,,,,
20170803,CSC8356,ZGOW,ZBTJ,B8470,,,,,,,,,,,,,
20170803,CSC8357,ZBTJ,ZJHK,B8470,,,,,,,,,,,,,
20170803,CSC8355,ZBTJ,ZGOW,B8470,,,,,,,,,,,,,
20170803,GCR7577,ZWWW,ZBTJ,B8505,209.0,209,209,209,209,209,209,209,209,209,209,209,209
20170803,GCR7577,ZBTJ,ZYCC,B8505,209.0,209,209,209,209,209,209,209,209,209,209,209,209
20170803,GCR7578,ZYCC,ZBTJ,B8505,209.0,209,209,209,209,209,209,209,209,209,209,209,209
20170803,GCR7578,ZBTJ,ZWWW,B8505,209.0,209,209,209,209,209,209,209,209,209,209,209,209
20170802,CBG8853,ZGCD,ZBTJ,B8511,,,,,,,,,,,,,
20170803,CSC8863,ZUCK,ZBTJ,B8605,,,,,,,,,,,,,
20170803,CSC8863,ZBTJ,ZYCC,B8605,,,,,,,,,,,,,
20170803,CSC8864,ZYCC,ZBTJ,B8605,,,,,,,,,,,,,
20170803,UEA225Z,ZBTJ,ZUUU,B8608,,,,,,,,,,,,,
20170803,CES514V,ZYHB,ZBTJ,B8650,219.0,219,219,219,219,219,219,219,219,219,219,219,219
20170803,CES514V,ZBTJ,ZSSS,B8650,219.0,219,219,219,219,219,219,219,219,219,219,219,219
20170803,GCR7966,ZUCK,ZBTJ,B8659,212.0,212,212,212,212,212,212,212,212,212,212,212,212
20170803,LKE9647,ZSSH,ZBTJ, ,213.0,213,213,213,213,213,213,213,213,213,213,213,213
20170803,LKE9648,ZBTJ,ZSSH,B8731,211.0,211,211,211,211,211,211,211,211,211,211,211,211
20170803,TBA9877,ZUUU,ZBTJ,B8842,,,,,,,,,,,,,
20170803,TBA9877,ZBTJ,ZYCC,B8842,,,,,,,,,,,,,
20170803,TBA9878,ZYCC,ZBTJ,B8842,,,,,,,,,,,,,
20170803,TBA9878,ZBTJ,ZUUU,B8842,,,,,,,,,,,,,
20170803,CBG8819,ZHYC,ZBTJ,B8851,,,,,,,,,,,,,
20170803,CBG8820,ZBTJ,ZHYC,B8851,,,,,,,,,,,,,
20170803,GCR7955,ZBTJ,UUEE,B8959,414.0,414,414,414,414,414,414,414,414,414,414,414,414
20170803,CES5643,ZSSS,ZBTJ,B9901,218.0,218,218,218,218,218,218,218,218,218,218,218,218
20170803,CES5643,ZBTJ,ZBUL,B9901,218.0,218,218,218,218,218,218,218,218,218,218,218,218
20170803,CES5644,ZBUL,ZBTJ,B9901,217.0,217,217,217,217,217,217,217,217,217,217,217,217
20170803,CES5644,ZBTJ,ZSSS,B9901,217.0,217,217,217,217,217,217,217,217,217,217,217,217
20170803,CSN6580,ZUCK,ZBTJ,B9911,222.0,222,222,222,222,222,222,222,222,222,222,222,222
20170803,CSN6569,ZYCC,ZBTJ,B9953,218.0,218,218,218,218,218,218,218,218,218,218,218,218
20170803,CSN6569,ZBTJ,ZLXY,B9953,218.0,218,218,218,218,218,218,218,218,218,218,218,218
20170803,QDA9853,ZSQD,ZBTJ,B9956,,,,,,,,,,,,,
20170803,QDA9853,ZBTJ,ZBLA,B9956,,,,,,,,,,,,,
20170803,QDA9854,ZBLA,ZBTJ,B9956,,,,,,,,,,,,,
20170803,QDA9854,ZBTJ,ZSQD,B9956,,,,,,,,,,,,,
20170803,GCR7989,ZBTJ,RJTT,B9983,208.0,208,208,208,208,208,208,208,208,208,208,208,208
20170803,GCR7990,RJTT,ZBTJ,B9983,213.0,213,213,213,213,213,213,213,213,213,213,213,211
20170803,GCR7855,ZBTJ,ZPPP,B9983,212.0,212,212,212,212,212,212,212,212,212,212,212,212
20170803,GCR7856,ZPPP,ZBTJ,B9983,212.0,212,212,212,212,212,212,212,212,212,212,212,212
20170803,GCR7977,ZBTJ,RJBB,B9987,211.0,211,211,211,211,211,211,211,211,211,211,211,211
20170802,GCR7876,ZLXY,ZBTJ,B9987,213.0,213,213,213,213,213,213,213,213,213,213,213,213
20170803,GCR7978,RJBB,ZBTJ,B9987,211.0,211,211,211,211,211,211,211,211,211,211,211,211
20170803,GCR7877,ZBTJ,ZLXN,B9987,210.0,210,210,210,210,210,210,210,210,210,210,210,210
20170803,GCR7878,ZLXN,ZBTJ,B9987,213.0,213,213,213,213,213,213,213,213,213,213,213,213
20170803,CRK363,ZBTJ,VHHH,BLNT,,,,,,,,,,,,,
20170803,CRK3578,VHHH,ZBTJ,BLPQ,,,,,,,,,,,,,
20170803,CRK3579,ZBTJ,VHHH,BLPQ,,,,,,,,,,,,,
20170803,AMU238,VMMC,ZBTJ,BMAK,,,,,,,,,,,,,
20170803,AMU237,ZBTJ,VMMC,BMAN,,,,,,,,,,,,,
20170803,AAR997,RKSI,ZBTJ,HL7507,,,,,,,,,,,,,
20170803,AAR998,ZBTJ,RKSI,HL7507,,,,,,,,,,,,,
20170803,KAL805,RKSI,ZBTJ,HL7574,,,,,,,,,,,,,
20170803,KAL806,ZBTJ,RKSI,HL7721,,,,,,,,,,,,,
20170803,KAL318,ZBTJ,RKSI,HL8046,,,,,,,,,,,,,
20170803,KAL317,RKSI,ZBTJ,HL8046,,,,,,,,,,,,,
20170803,AAR327,RKSI,ZBTJ,HL8059,,,,,,,,,,,,,
20170803,KAL864,ZBTJ,RKSI,HL8242,,,,,,,,,,,,,
20170803,KAL863,RKSI,ZBTJ,HL8242,,,,,,,,,,,,,
20170803,AAR328,ZBTJ,RKSI,HL8266,,,,,,,,,,,,,
20170803,VGO865,VTSG,ZBTJ,HSNGK,,,,,,,,,,,,,
20170803,VGO866,ZBTJ,VTSG,HSNGK,,,,,,,,,,,,,
20170803,NCT879,ZBTJ,VTBD,HSXBB,,,,,,,,,,,,,
20170803,NCT880,VTBD,ZBTJ,HSXBB,,,,,,,,,,,,,
20170803,JAL840,ZBTJ,RJGG,JA304J,,,,,,,,,,,,,
20170803,JAL841,RJGG,ZBTJ,JA304J,,,,,,,,,,,,,
20170803,ANA8494,ZBTJ,RJBB,JA8664,,,,,,,,,,,,,
20170803,ANA8503,RJAA,ZBTJ,JA8664,,,,,,,,,,,,,
20170803,N779LG,WIHH,ZBTJ,N779LG,,,,,,,,,,,,,
20170803,HVN500,VVCR,ZBTJ,VNA357,,,,,,,,,,,,,
20170803,HVN501,ZBTJ,VVCR,VNA357,,,,,,,,,,,,,
20170803,VJC5320,VVCR,ZBTJ,VNA642,,,,,,,,,,,,,
20170803,VJC5321,ZBTJ,VVCR,VNA642,,,,,,,,,,,,,
