callsign,departure,arrivee,registration,delay,Parking0,Parking1,Parking2,Parking3,Parking4,Parking5,Parking6,Parking7,Parking8,Parking9,Parking10,Parking11,Parking12,Parking13,Parking14,Parking15,Parking16,Parking17,Parking18,Parking19,Parking20,Parking21,Parking22,Parking23,Parking24,Parking25,change_times,remote_numbers
CHH7792 de,ZBTJ,ZHYC,B5580,,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,4,0
CCA1317 de,ZBTJ,ZGGG,B5585,,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,4,0
CCA1318 ar,ZGGG,ZBTJ,B5585,,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,4,0
CCA1673 de,ZBTJ,ZSHC,B5585,,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,4,0
CCA1674 ar,ZSHC,ZBTJ,B5585,,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,4,0
CCA1402 ar,ZPPP,ZBTJ,B5621,,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,4,0
CCA1619 de,ZBTJ,ZGSD,B5621,,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,4,0
CCA1620 ar,ZGSD,ZBTJ,B5621,,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,4,0
CCA8139 de,ZBTJ,ZUUU,B5621,,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,4,0
CHH7675 ar,ZSLY,ZBTJ,B5661,,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,4,0
CHH7676 de,ZBTJ,ZSLY,B5661,,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,4,0
CCA1533 de,ZBTJ,ZSSS,B5681,,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,4,0
CCA1534 ar,ZSSS,ZBTJ,B5681,,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,4,0
CCA1481 de,ZBTJ,ZGKL,B5681,,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,4,0
CCA1482 ar,ZGKL,ZBTJ,B5681,,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,4,0
CCA1670 ar,ZGHA,ZBTJ,B5696,,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,4,0
CCA1679 de,ZBTJ,ZUCK,B5696,,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,4,0
CCA1680 ar,ZUCK,ZBTJ,B5696,,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,4,0
CCA8357 de,ZBTJ,ZLXN,B5696,,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,4,0
CCA8358 ar,ZLXN,ZBTJ,B5696,,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,4,0
CSH9063 ar,ZSSS,ZBTJ,B5722,,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,4,0
CSH9064 de,ZBTJ,ZSSS,B5722,,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,4,0
LKE9631 ar,ZUMY,ZBTJ,B5732,,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,4,0
LKE9683 de,ZBTJ,ZLLL,B5732,,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,4,0
LKE9684 ar,ZLLL,ZBTJ,B5732,,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,4,0
LKE9632 de,ZBTJ,ZUMY,B5732,,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,4,0
CCA1371 de,ZBTJ,ZGSZ,B5793,,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,4,0
CCA1372 ar,ZGSZ,ZBTJ,B5793,,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,4,0
CCA1251 de,ZBTJ,ZLXY,B5793,,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,4,0
CCA1252 ar,ZLXY,ZBTJ,B5793,,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,4,0
CHH7797 ar,ZSCN,ZBTJ,B5798,,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,4,0
CHH7798 de,ZBTJ,ZSCN,B5798,,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,4,0
RLH5305 ar,ZLLL,ZBTJ,B5812,,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,4,0
RLH5306 de,ZBTJ,ZLLL,B5812,,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,4,0
OKA2992 ar,ZGHA,ZBTJ,B5843,,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,4,0
OKA2991 de,ZBTJ,ZGHA,B5843,,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,4,0
CCA8132 ar,ZGSD,ZBTJ,B5849,,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,4,0
CCA1417 de,ZBTJ,ZUGY,B5849,,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,4,0
CCA1418 ar,ZUGY,ZBTJ,B5849,,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,4,0
CCA1259 de,ZBTJ,ZUGY,B5849,,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,4,0
HXA2842 ar,ZBOW,ZBTJ,B601Z,,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,4,0
HXA2841 de,ZBTJ,ZBOW,B601Z,,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,601,4,0
CSH9115 ar,ZSSS,ZBTJ,B6107,,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,4,0
CSH9116 de,ZBTJ,ZSSS,B6107,,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,4,0
CES5753 ar,ZPBS,ZBTJ,B6142,,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,4,0
CES5754 de,ZBTJ,ZPBS,B6142,,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,4,0
CES5439 ar,ZSSS,ZBTJ,B6145,,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,4,0
CES5440 de,ZBTJ,ZSSS,B6145,,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,4,0
CES5787 ar,ZULZ,ZBTJ,B6148,,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,4,0
CES5788 de,ZBTJ,ZULZ,B6148,,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,4,0
CBJ5739 ar,ZPLJ,ZBTJ,B6178,,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,4,0
CBJ5740 de,ZBTJ,ZPLJ,B6178,,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,4,0
CCA136T de,ZBTJ,ZBAA,B6237,,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,4,0
CSN3979 ar,ZGHA,ZBTJ,B6251,,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,4,0
CSN3980 de,ZBTJ,ZGHA,B6251,,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,4,0
CSN3693 ar,ZGHA,ZBTJ,B6252,,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,4,0
CSN3694 de,ZBTJ,ZGHA,B6252,,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,4,0
CQH8914 ar,RKPC,ZBTJ,B6309,,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,4,0
CQH8989 de,ZBTJ,ZSYA,B6309,,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,4,0
CQH8990 ar,ZSYA,ZBTJ,B6310,,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,4,0
CQH8913 de,ZBTJ,RKPC,B6310,,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,4,0
CCA4187 ar,ZUUU,ZBTJ,B6386,,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,4,0
CCA4188 de,ZBTJ,ZUUU,B6386,,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,4,0
TBA9907 ar,ZUCK,ZBTJ,B6481,,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,4,0
TBA9908 de,ZBTJ,ZUCK,B6481,,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,4,0
CXA8380 ar,ZGSZ,ZBTJ,B6482,,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,4,0
CXA8313 de,ZBTJ,ZGGG,B6482,,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,4,0
CXA8314 ar,ZGGG,ZBTJ,B6482,,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,4,0
CXA8551 de,ZBTJ,ZSSS,B6482,,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,4,0
CXA8552 ar,ZSSS,ZBTJ,B6482,,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,4,0
CXA8164 de,ZBTJ,ZSAM,B6482,,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,4,0
CCA103 de,ZBTJ,VHHH,B6499,,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,118,4,0
CCA104 ar,VHHH,ZBTJ,B6499,,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,4,0
CCA1395 de,ZBTJ,ZGGG,B6499,,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,4,0
CSZ8749 ar,ZSOF,ZBTJ,B6565,,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,4,0
CSZ8750 de,ZBTJ,ZSOF,B6565,,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,4,0
CSN6653 ar,ZYCC,ZBTJ,B6583,,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,4,0
CSN6653 de,ZBTJ,ZGNN,B6583,,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,4,0
CSN6654 ar,ZGNN,ZBTJ,B6583,,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,4,0
CSN6654 de,ZBTJ,ZYCC,B6583,,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,4,0
CCA8225 ar,ZHHH,ZBTJ,B6606,,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,4,0
CCA8225 de,ZBTJ,ZYDQ,B6606,,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,4,0
CCA8226 ar,ZYDQ,ZBTJ,B6606,,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,4,0
CCA8226 de,ZBTJ,ZHHH,B6606,,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,4,0
CSN3133 ar,ZGGG,ZBTJ,B6628,,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,4,0
CSN3134 de,ZBTJ,ZGGG,B6628,,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,4,0
CQH8509 ar,ZSYN,ZBTJ,B6667,,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,4,0
CQH8510 de,ZBTJ,ZSYN,B6667,,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,4,0
CSC875Z de,ZBTJ,ZBAA,B6697,,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,4,0
CCA1771 ar,ZSHC,ZBTJ,B6733,,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,4,0
CCA1772 de,ZBTJ,ZSHC,B6733,,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,4,0
CSC8356 ar,ZGOW,ZBTJ,B6810,,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,4,0
CSC8357 de,ZBTJ,ZJHK,B6810,,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,0
CSC8358 ar,ZJHK,ZBTJ,B6810,,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,4,0
CSC8809 de,ZBTJ,ZUCK,B6810,,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,4,0
CXA8331 de,ZBTJ,ZHHH,B6818,,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,4,0
CXA8332 ar,ZHHH,ZBTJ,B6818,,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,4,0
CXA8194 de,ZBTJ,ZGHA,B6818,,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,4,0
GCR6511 ar,ZHHH,ZBTJ,B6837,,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,4,0
GCR6512 de,ZBTJ,ZHHH,B6837,,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,4,0
CSC8349 de,ZBTJ,ZGNN,B6839,,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,4,0
CSC8350 ar,ZGNN,ZBTJ,B6839,,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,4,0
CSC8355 de,ZBTJ,ZGOW,B6839,,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,4,0
CSC8356 ar,ZGOW,ZBTJ,B6839,,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,4,0
GCR7840 ar,ZWWW,ZBTJ,B6865,,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,4,0
GCR7839 de,ZBTJ,ZWWW,B6865,,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,4,0
CXA8209 ar,ZYTL,ZBTJ,B6889,,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,4,0
CXA8209 de,ZBTJ,ZLLL,B6889,,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,4,0
CSN6579 ar,ZYTL,ZBTJ,B6896,,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,4,0
CSN6579 de,ZBTJ,ZUCK,B6896,,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,4,0
CSN6580 ar,ZUCK,ZBTJ,B6896,,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,4,0
CSN6580 de,ZBTJ,ZYTL,B6896,,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,4,0
GCR7886 ar,ZGSZ,ZBTJ,B6903,,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,4,0
GCR7929 de,ZBTJ,ZLXY,B6903,,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,4,0
GCR7930 ar,ZLXY,ZBTJ,B6903,,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,4,0
CSC8567 ar,ZYHB,ZBTJ,B6920,,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,4,0
CSC8567 de,ZBTJ,ZLLL,B6920,,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,4,0
CSC8568 ar,ZLLL,ZBTJ,B6920,,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,4,0
CSC8568 de,ZBTJ,ZYHB,B6920,,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,4,0
CSS6971 ar,ZSHC,ZBTJ,B7082,,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,897,4,0
CSS6972 de,ZBTJ,ZSHC,B7082,,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,875,4,0
CDG2261 ar,ZYHB,ZBTJ,B7085,,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,4,0
CDG4693 de,ZBTJ,ZGSD,B7085,,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,4,0
CDG4694 ar,ZGSD,ZBTJ,B7085,,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,4,0
CDG2262 de,ZBTJ,ZYHB,B7085,,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,4,0
RLH6543 ar,ZHES,ZBTJ,B7088,,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,4,0
RLH6544 de,ZBTJ,ZHES,B7088,,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,0
FZA6587 ar,ZLXY,ZBTJ,B7105,,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,4,0
FZA6602 de,ZBTJ,ZSZS,B7105,,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,4,0
FZA6601 ar,ZSZS,ZBTJ,B7113,,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,4,0
FZA6588 de,ZBTJ,ZLXY,B7113,,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,4,0
CXA8125 ar,ZSAM,ZBTJ,B7179,,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,4,0
CXA8287 de,ZBTJ,ZSFZ,B7179,,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,4,0
CCA8362 ar,ZGSZ,ZBTJ,B7182,,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,4,0
CCA8361 de,ZBTJ,ZGSZ,B7182,,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,4,0
CUA2216 ar,ZSPD,ZBTJ,B7372,,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,0
CUA2215 de,ZBTJ,ZSPD,B7372,,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,4,0
OKA2897 de,ZBTJ,ZPPP,B7373,,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,4,0
OKA2898 ar,ZPPP,ZBTJ,B7373,,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,4,0
